번호,시설명,주소
331,염광지역아동센터,광주광역시 광산구 월곡로 26 (월곡동)
332,축성암선재의집,전라남도 영암군 삼호읍 신항로 135-41
333,부발지역아동센터,"경기도 이천시 부발읍 중부대로 1576-14, 2층"
334,밝은지역아동센터,전라북도 전주시 완산구 우전2길 3 (효자동2가)
335,이동 지역아동센터,경상남도 창원시 진해구 이동로13번길 8 (이동)
336,열매지역아동센터,전라북도 김제시 금성로 60-13 (신풍동)
337,신광지역아동센터,전라남도 목포시 석현마을길 7 (석현동)
338,행복샘그룹홈 충북지부,충청북도 청주시 청원구 율봉로202번길 66-1 (율량동)
339,청주좋은이웃그룹홈(충북지부),충청북도 청주시 청원구 율봉로202번길 66-1 (율량동)
340,도둔중앙 지역아동센터,충청남도 서천군 서면 춘장대로 25-1
341,영도원광 지역아동센터,부산광역시 영도구 남도여중길 28 (신선동2가)
342,어울림,"경기도 고양시 덕양구 행신로143번길 130, 3층 (행신동)"
343,꿈터,경기도 광명시 도덕공원로 27 (철산동)
344,누리미지역아동센터,서울특별시 송파구 성내천로 188 (마천동)
345,로뎀지역아동센터,충청북도 청주시 흥덕구 비하로45번길 6-1 (비하동)
346,참사랑지역아동센터,경기도 광주시 광주대로 11-3 (역동)
347,우리집그룹홈,전라북도 전주시 덕진구 오정2길 22-7 (중동)
348,남해성남지역아동센터,경상남도 남해군 이동면 남서대로238번길 15-5
349,대전지역아동센터,대전광역시 동구 삼성동 148번지 42호
350,월피맑은샘 지역아동센터,"경기도 안산시 상록구 충장로 659, 3층 (월피동)"
351,꿈꾸는공부방지역아동센터,제주특별자치도 제주시 광양7길 34 (이도이동)
352,민들레그룹홈,"경기도 성남시 중원구 자혜로17번길 16, 109동 104호 (은행동, 현대아파트)"
353,가온 공동생활가정,전라남도 광양시 무등2길 3-1 (중동)
354,은평지역아동센터,경상남도 김해시 활천로214번길 92 (삼정동)
355,지역아동센터평화만들기,"서울특별시 구로구 오리로20길 32, 2층 (궁동)"
356,고려대지역아동센터,"인천광역시 남동구 구월로 343 (만수동, 2층)"
357,김녕행복한지역아동센터,제주특별자치도 제주시 구좌읍 김녕로9길 22-11
358,솔로몬지역아동센터,대전광역시 대덕구 계족로664번길 111 (법동)
359,열매지역아동센터,대구광역시 달서구 학산로 133 (본동)
360,새솔지역아동센터,강원도 속초시 먹거리길 19 (교동)
361,꿈터지역아동센터,"경기도 안양시 만안구 예술공원로 76 (안양동, 새안양교회 5층 6층)"
362,행복한지역아동센터,"경기도 고양시 일산서구 탄중로101번길 36, 2층 (덕이동)"
363,담양지역아동센터,전라남도 담양군 담양읍 죽녹원로 30
364,미래지역아동센터,강원도 원주시 상지대길 25-9 (우산동)
365,마루지역아동센터,경상북도 경주시 소금강로 49-3 (용강동)
366,영광새벽이슬지역아동센터,전라남도 영광군 법성면 용덕로1길 19
367,고향사랑지역아동센터,전라남도 고흥군 남양면 남양중앙길 8
368,남촌지역아동센터,"인천광역시 남동구 남촌로93번길 34 (남촌동, 3층)"
369,사임당지역아동센터,광주광역시 북구 양산택지로 100 (본촌동)
370,날개지역아동센터,경상남도 창녕군 창녕읍 종로 51
371,동산지역아동센터,전라북도 전주시 덕진구 덕용1길 58 (동산동)
372,동진주지역아동센터,경상남도 진주시 도동천로 262 (하대동)
373,새마을 지역아동센터,"강원도 속초시 조양로 40, 108-201호 (조양동, 속초조양동 E.S 아뜨리움)"
374,해피홈 공동생활가정,"충청남도 천안시 동남구 청수로 71-7, 205동동 101호호 (청수동, 극동아파트)"
375,사랑지역아동센터,"부산광역시 사하구 윤공단로56번길 66, 1층 (다대동)"
376,꿈나무지역아동센터,"경상북도 영주시 대학로 130-1, 2층 (가흥동, 영주시종합사회복지관)"
377,꿈꾸는씨앗지역아동센터,충청북도 청주시 상당구 수영로246번길 32-2 (금천동)
378,에덴마을,인천광역시 부평구 일신로40번길 21-2 (일신동)
379,삼덕SOS자립생활관,대구광역시 중구 공평로4길 10 (삼덕동2가)
380,그리심지역아동센터,광주광역시 북구 참판로 115 (두암동)
381,꿈나무지역아동센터,"경기도 고양시 덕양구 통일로 797, 3층 (관산동, 벽일빌딩)"
382,드림나래,대구광역시 수성구 파동로51길 74 (파동)
383,좋은인연지역아동센터,경상남도 거창군 거창읍 하동4길 77
384,디딤돌지역아동센터,경기도 양주시 덕정길 48-5 (덕정동)
385,논산애육원,충청남도 논산시 강산동 62번지
386,좋은친구청소년지역아동센터,"서울특별시 강서구 가로공원로 237, 2층 (화곡동)"
387,아치울지역아동센터,경기도 구리시 아치울길22번길 23-9 (아천동)
388,갈현지역아동센터,서울특별시 은평구 갈현로 282 (갈현동)
389,예일지역아동센터,경기도 광주시 오포읍 양벌로 195-8
390,상공지역아동센터,전라남도 해남군 산이면 산이로 1739
391,문의지역아동센터,충청북도 청주시 상당구 문의면 문의시내2길 10-2
392,행복한아이들지역아동센터,"경기도 광주시 오포읍 태재로 133, 2층 201호"
393,하소아동복지관,충청북도 제천시 용두대로23길 26 (하소동)
394,나섬의집,"경기도 수원시 장안구 하률로30번길 22, 106동동 102호호 (천천동, 신안아파트)"
395,팔탄지역아동센터,경기도 화성시 팔탄면 서촌길1번길 15
396,예일행복한홈스쿨지역아동센터,경상북도 경산시 남매로4길 13-12 (상방동)
397,방주원,경상남도 김해시 봉황대안길 31 (봉황동)
398,파랑새지역아동센터,전라남도 고흥군 풍양면 죽시장터길 20
399,자연공부방,경상남도 하동군 옥종면 두양길 123
400,금호윤성지역아동센터,경상북도 영천시 금호읍 야수골길 9-2
401,제남아동센터,제주특별자치도 서귀포시 서호호근로 183-11 (서호동)
402,자람터지역아동센터,울산광역시 동구 남목16길 6 (동부동)
403,도담지역아동센터,"경기도 부천시 경인로484번길 68-7, 302호 (괴안동, 신일해피트리상가)"
404,예닮지역아동센터,전라남도 해남군 산이면 산이로 1776
405,든든한지역아동센터,전라북도 익산시 동서로61길 27-15 (어양동)
406,은평천사원,서울특별시 은평구 갈현로11길 30 (구산동)
407,한결지역아동센터,대구광역시 달서구 선원로 122 (이곡동)
408,평강 사랑의집,"경기도 남양주시 진건읍 진건오남로105번길 16, 102동 1907호 (세아아파트)"
409,한려지역아동센터,전라남도 여수시 충민로 219 (덕충동)
410,천국의아이들지역아동센터,경기도 구리시 체육관로153번길 18 (교문동)
411,녹동제일지역아동센터,전라남도 고흥군 도양읍 비봉로 122
412,드림지역아동센터,"인천광역시 미추홀구 미추홀대로 633, 2층 (주안동)"
413,고강동지역아동센터,"경기도 부천시 성지로102번길 33, 3층 (고강동)"
414,미주지역아동센터,광주광역시 광산구 어등대로665번길 9 (소촌동)
415,1318HappyZone그루터기,"대전광역시 유성구 월드컵대로300번길 7-16, 1층 (상대동)"
416,그리스도의교회지역아동센터,서울특별시 양천구 목동중앙남로 57-7 (목동)
417,꿈이있는집,"충청북도 청주시 상당구 호미로161번길 64, 301호 (용암동)"
418,신평아이꿈터,경상북도 구미시 칠성로2길 35 (신평동)
419,드림지역아동센터,"경기도 동두천시 중앙로 112, 402호 (지행동, 메인프라자)"
420,주산지역아동센터,전라남도 곡성군 옥과면 주산길 45-8
421,꿈이있는집공동생활가정,"인천광역시 서구 검단로501번길 44, 2동 107호 (마전동, 한일아파트)"
422,꿈을이루는지역아동센터,강원도 삼척시 하장면 하장길 62-45
423,별빛내리는 마을,"서울특별시 송파구 동남로24길 11, 5층 (오금동)"
424,임동지역아동센터,광주광역시 북구 서림로100번길 20-12 (임동)
425,신명나는지역아동센터,충청남도 금산군 진산면 화엄로 454
426,진천지역아동센터,충청북도 진천군 진천읍 점촌길 8
427,우리누리지역아동센터,"부산광역시 사하구 감내1로 234, 2층 (감천동, 감내꿈나무센터)"
428,새찬비전스쿨,경기도 의왕시 내손로 76 (내손동)
429,성산지역아동센터,경기도 부천시 수도로 190 (도당동)
430,대구SOS어린이마을,대구광역시 동구 해동로 219 (검사동)
431,무등육아원,광주광역시 동구 의재로 95 (운림동)
432,꿈이있는푸른학교 지역아동센터,서울특별시 은평구 응암로12길 27 (응암동)
433,망미지역아동센터,부산광역시 수영구 망미로8번길 28-1 (망미동)
434,겨자씨,울산광역시 북구 덕곡길 12-1 (천곡동)
435,우리꿈지역아동센터,경기도 화성시 효행로 1344-8 (반월동)
436,원주열린지역아동센터,강원도 원주시 단구로 337 (단구동)
437,세현지역아동센터,충청북도 청주시 서원구 청남로2097번길 4 (수곡동)
438,열린지역아동센터,경상남도 함양군 함양읍 대실곰실로 33
439,작전행복한홈스쿨 지역아동센터,인천광역시 계양구 주부토로 368 (작전동)
440,어깨동무지역아동센터,전라남도 목포시 호남로 15 (양동)
441,영신원,광주광역시 동구 화산로 237-5 (용산동)
442,꿈동산,강원도 평창군 평창읍 후평길 139
443,꿈나래지역아동센터,전라남도 곡성군 곡성읍 군청로 31
444,한사랑지역아동센터,서울특별시 광진구 동일로54길 20 (군자동)
445,엘림지역아동센터,대구광역시 수성구 세진로 69 (만촌동)
446,신나는아동쉼터,울산광역시 중구 성안3길 21 (성안동)
447,반석지역아동센터,전라북도 전주시 덕진구 석소로 5-14 (인후동1가)
448,태인지역아동센터,전라남도 광양시 용지길 37 (태인동)
449,목장지역아동센터,전라남도 해남군 화원면 청용2길 41
450,사랑의교실지역아동센터,충청북도 제천시 의병대로26나길 1 (동현동)
451,샘물의집,서울특별시 관악구 봉천동 
452,1318미래세대지역아동센터,부산광역시 북구 만덕대로65번길 63 (덕천동)
453,꿈쟁이 지역아동센터,"인천광역시 연수구 함박로4번길 4, 3층 302호 (연수동)"
454,구운,"경기도 수원시 권선구 구운로 49, 3층 (구운동)"
455,예솔신나는집 지역아동센터,"경상남도 창녕군 창녕읍 우포1대로 1551, 2층층 (대한아파트 상가)"
456,십정동지역아동센터,인천광역시 부평구 배곶로 71 (십정동)
457,음성지역아동센터,충청북도 음성군 음성읍 시장로 54 (중앙빌딩 3층)
458,한울타리,서울특별시 서대문구 연희로2길 46 (창천동)
459,평화의집,"전라북도 군산시 상신6길 5-6, 1층 101호 (나운동, 신한파크빌라)"
460,임마누엘지역아동센터,"경기도 시흥시 미산로 107 (미산동, 2층)"
461,열매지역아동센터,전라북도 전주시 완산구 관선1길 76 (남노송동)
462,사랑나눔지역아동센터,"충청북도 청주시 서원구 수영로66번길 48, 1층층 (수곡동)"
463,도담지역아동센터,전라남도 여수시 무선3길 9 (선원동)
464,평화의 집,경기도 안양시 동안구 경수대로 905 (비산동)
465,계양키파지역아동센터,인천광역시 계양구 계양대로 189 (계산동)
466,열린문화지역아동센터,충청남도 천안시 동남구 신부2길 8-2 (신부동)
467,해나비아동센터,강원도 강릉시 주문진읍 해안1길 14
468,복사골지역아동센터,전라남도 순천시 월등면 월평1길 91
469,용인좋은이웃지역아동센터,"경기도 용인시 기흥구 용구대로2152번길 34, 202,203호 (구갈동)"
470,참따란지역아동센터,"대전광역시 중구 부용로41번길 50, 101동 B103호 (부사동, 참좋은아파트)"
471,좋은사람들지역아동센터,서울특별시 강서구 화곡로31길 39 (화곡동)
472,동방영아일시보호소,서울특별시 서대문구 신촌동 493번지
473,아름다운 지역아동센터,"경상북도 구미시 임은길 11, 101호, 201호 (임은동)"
474,명리지역아동센터,경상남도 창녕군 계성면 명리3길 3-4
475,부여지역아동센터,충청남도 부여군 규암면 수북로 6 ((새마을복지회관 2층))
476,구로파랑새나눔터공부방 지역아동센터,"서울특별시 구로구 구로동로38길 32, 3층 (구로동)"
477,주함지역아동센터,"서울특별시 강서구 강서로18길 41, 4층 (화곡동)"
478,화수지역아동센터,"경기도 화성시 우정읍 작골길 66-5, 2층"
479,푸른솔지역아동센터,대전광역시 중구 보문로 184 (대흥동)
480,향기로운지역아동센터,대전광역시 서구 신갈마로127번길 5-4 (갈마동)
481,꿈터지역아동센터,광주광역시 남구 덕림중앙1길 2-1 (월산동)
